,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
7177,-17.07056,-15.35070,0.07636,0.38598,-3.22669,Bayesian Inference,-4.20818,1.25498,-76.40344,11.49011,-19.95591,False
7178,-15.28513,-15.41996,0.18114,7.41506,8.67461,Bayesian Inference,2.62758,-3.18855,-78.18028,6.24152,-20.04595,False
7179,-34.68277,-15.35828,0.61769,6.97001,3.04241,Bayesian Inference,8.74129,-24.04006,-77.96346,8.82348,-19.96576,False
7180,-23.02697,-15.42785,0.42949,5.15719,1.52778,Bayesian Inference,-9.53157,6.28774,-76.74605,8.63708,-20.05621,False
7181,-31.96311,-15.43308,0.70729,10.33984,-4.99031,Bayesian Inference,-9.93395,23.10724,-80.02977,6.92748,-20.06301,False
7182,-29.27590,-15.47040,0.71242,10.32784,-1.65286,Bayesian Inference,-5.76583,16.92384,-76.36822,7.11745,-20.11152,False
7183,-12.21548,-15.46399,0.19018,0.91774,2.80578,Bayesian Inference,0.16920,8.55387,-74.69503,8.33555,-20.10319,False
7184,-0.79901,-15.51338,-0.03692,11.20095,2.56382,Bayesian Inference,7.54530,7.28918,-75.78792,7.03492,-20.16739,False
7185,-2.55748,-15.46093,-0.10415,-3.31578,4.03345,GMMs and Accordions,4.23272,-15.77972,-77.69735,7.64320,-20.09922,False
7186,3.24568,-15.60061,0.04161,23.41042,-0.43749,GMMs and Accordions,28.71456,-2.71860,-76.54275,7.68168,-20.28080,True
7187,-0.27897,-15.39635,-0.31919,0.03919,-4.95357,Bayesian Inference,13.02574,-16.15036,-76.36414,9.25828,-20.01526,False
7188,-5.29791,-15.38297,-0.20036,-14.67185,-1.98257,GMMs and Accordions,-0.97788,-13.34060,-74.55192,6.27887,-19.99786,False
7189,-17.29845,-15.46213,0.33717,-5.05214,-6.07720,GMMs and Accordions,-15.26910,-24.06504,-77.35897,7.27919,-20.10077,False
7190,-20.47258,-15.43503,0.36984,13.23243,-4.09928,Bayesian Inference,-3.82894,3.48852,-76.67151,8.27903,-20.06554,False
7191,-25.30482,-15.39961,0.43288,17.24259,1.23441,Bayesian Inference,-5.55388,11.04181,-78.47129,8.97049,-20.01950,False
7192,-38.70903,-15.33562,0.68583,0.38952,-0.55858,Bayesian Inference,-14.52990,-47.63898,-77.61598,7.60774,-19.93631,False
7193,-16.02419,-15.41975,0.20264,2.72723,-7.25207,Bayesian Inference,-5.66614,19.23574,-78.03787,7.70100,-20.04567,False
7194,-25.60400,-15.50432,0.68048,31.46138,9.00985,Bayesian Inference,0.07086,-7.53153,-71.22044,8.25282,-20.15561,False
7195,-37.07223,-15.34851,0.66650,1.50577,6.93596,Bayesian Inference,15.38586,7.10925,-79.17030,9.05516,-19.95306,False
7196,-31.21612,-15.40179,0.61372,-2.91307,-3.34179,GMMs and Accordions,6.23092,-1.34294,-75.60028,7.72230,-20.02232,False
7197,-28.19133,-15.46435,0.66635,2.99648,-13.16871,Bayesian Inference,4.27417,-39.42370,-75.30315,9.21842,-20.10365,False
7198,-3.30019,-15.49685,-0.00017,3.70453,-0.06288,Bayesian Inference,-3.44313,8.77264,-79.20897,7.38981,-20.14591,False
7199,-26.97951,-15.44320,0.58208,19.85027,-1.23217,Bayesian Inference,-1.19808,4.03303,-78.40260,9.32249,-20.07616,False
7200,-20.51544,-15.41638,0.32859,5.76450,-4.71328,Bayesian Inference,-0.18712,4.97917,-78.94573,7.71942,-20.04129,False
7201,-35.21811,-15.43871,0.81698,2.67833,-1.77948,Bayesian Inference,-1.67381,37.23668,-79.08756,7.91685,-20.07032,False
7202,14.62111,-15.43994,-0.66315,0.90681,-5.71828,GMMs and Accordions,-1.82966,-6.86038,-79.11455,7.72319,-20.07192,True
7203,-20.03681,-15.41289,0.30641,6.12950,3.20893,Bayesian Inference,-4.61879,22.61547,-76.27926,6.91537,-20.03676,False
7204,-25.78146,-15.50942,0.69740,13.09930,4.34925,Bayesian Inference,1.55766,8.17282,-77.58526,8.53030,-20.16225,False
7205,15.44999,-15.40397,-0.76982,5.19675,-3.40696,GMMs and Accordions,-5.33100,12.50087,-80.90560,8.16545,-20.02516,True
7206,-16.20328,-15.40891,0.18326,6.56620,-4.05914,Bayesian Inference,9.39851,-26.51861,-76.16336,8.74077,-20.03158,False
7207,-35.09664,-15.38503,0.69099,-8.37057,-4.79207,GMMs and Accordions,6.54480,-17.09899,-77.69243,7.00624,-20.00054,False
7208,-14.57656,-15.49812,0.33824,23.93205,5.81203,Bayesian Inference,-1.18128,-15.83142,-72.27033,8.33725,-20.14755,False
7209,-30.28204,-15.44195,0.67749,20.19361,-6.08463,Bayesian Inference,10.53048,-32.08953,-75.40271,9.44938,-20.07454,False
7210,-15.61234,-15.42507,0.20251,12.54002,-1.50048,Bayesian Inference,-7.85680,24.57633,-77.49664,8.16101,-20.05259,False
7211,-12.99624,-15.36671,-0.00838,13.25433,6.85610,Bayesian Inference,-14.08747,-19.66651,-72.60827,5.35511,-19.97672,False
7212,6.15986,-15.59392,-0.06035,6.57635,-0.51447,GMMs and Accordions,8.65873,-6.12011,-74.87088,7.74882,-20.27210,True
7213,-6.77645,-15.49060,0.08902,6.80605,4.71852,Bayesian Inference,-7.57317,6.33372,-73.89491,4.49076,-20.13778,False
7214,-15.25018,-15.39673,0.12714,29.59100,0.44087,Bayesian Inference,-1.16468,35.35919,-77.90550,8.51588,-20.01575,False
7215,-18.49426,-15.44939,0.34371,2.21820,-2.77253,Bayesian Inference,21.99126,37.89398,-72.68934,6.16160,-20.08420,False
7216,-21.20011,-15.47529,0.48326,20.31572,6.25515,Bayesian Inference,8.37542,-19.71518,-79.25838,10.10246,-20.11787,False
7217,-41.06153,-15.35760,0.80593,8.54232,-7.90715,Bayesian Inference,-5.03601,0.02238,-79.15718,6.46927,-19.96488,False
7218,-9.22227,-15.47312,0.12192,14.56440,0.95103,Bayesian Inference,-24.25486,80.83152,-76.01501,6.08815,-20.11505,False
7219,-21.25828,-15.49303,0.52545,19.06951,-6.75243,Bayesian Inference,-4.10331,-1.22675,-77.51727,6.72241,-20.14094,False
7220,-24.65529,-15.42526,0.47203,15.11607,6.22703,Bayesian Inference,8.81807,-11.47065,-71.96416,5.50718,-20.05284,False
7221,-21.74525,-15.40307,0.33485,12.56397,2.49327,Bayesian Inference,14.67885,-26.52452,-77.99316,7.24034,-20.02399,False
7222,-38.69166,-15.35113,0.72067,23.78866,5.40284,Bayesian Inference,-2.57820,-4.73340,-78.00778,8.41052,-19.95647,False
7223,-29.02872,-15.39422,0.53138,14.14974,-3.81560,Bayesian Inference,5.11503,4.14841,-78.05850,7.64974,-20.01248,False
7224,-34.62115,-15.37163,0.64628,13.54026,4.66274,Bayesian Inference,10.06460,-21.55101,-77.47017,7.84555,-19.98312,False
7225,-38.02869,-15.41197,0.83963,38.62630,-7.94837,Bayesian Inference,-4.44913,-1.09693,-78.07623,4.88661,-20.03556,False
7226,2.97667,-15.55920,-0.04481,17.58479,2.94360,GMMs and Accordions,-3.57622,-12.45828,-73.96058,5.64978,-20.22696,True
7227,-26.78474,-15.46735,0.63134,4.39118,3.73097,Bayesian Inference,2.99475,-11.51625,-77.90043,7.55194,-20.10756,False
7228,-26.81295,-15.46223,0.62050,14.40481,3.48604,Bayesian Inference,8.72569,-7.55249,-75.55971,8.27905,-20.10090,False
7229,-13.92099,-15.47842,0.27383,17.75703,-2.46113,Bayesian Inference,-7.08353,9.71793,-77.63110,7.49641,-20.12195,False
7230,10.65863,-15.45340,-0.51457,-0.81953,-3.85513,Bayesian Inference,-15.82208,23.82505,-79.73602,7.97371,-20.08942,True
7231,-27.45077,-15.42089,0.54525,10.85361,2.06425,Bayesian Inference,-7.14844,1.88296,-78.57354,7.39171,-20.04716,False
7232,-22.60119,-15.42867,0.41868,10.72917,-4.00145,Bayesian Inference,-1.43107,4.36969,-78.79096,7.01631,-20.05727,False
7233,-35.30790,-15.39948,0.73021,10.21916,-3.70853,Bayesian Inference,6.90659,-6.32644,-79.74027,9.57970,-20.01932,False
7234,-6.09892,-15.44177,-0.04247,23.27872,3.18291,Bayesian Inference,-29.36894,-57.45085,-76.51570,11.12017,-20.07430,False
7235,-9.99970,-15.37768,-0.07251,14.10618,2.00422,Bayesian Inference,18.05890,26.16737,-77.73248,8.37378,-19.99099,False
7236,-3.71130,-15.52276,0.07113,-11.31188,-4.37225,GMMs and Accordions,7.98850,-7.13757,-73.44644,4.46255,-20.17959,False
7237,-6.39782,-15.38769,-0.15686,26.14901,0.89711,Bayesian Inference,-3.59245,-14.76105,-76.70798,10.50060,-20.00400,False
7238,-17.77695,-15.36881,0.13866,3.95870,8.46385,Bayesian Inference,5.69030,-6.34516,-79.16867,8.21518,-19.97945,False
7239,-2.16142,-15.47851,-0.07588,-2.14221,5.44063,GMMs and Accordions,23.59518,-1.49957,-74.61134,6.62059,-20.12206,False
7240,-9.95044,-15.46749,0.13076,14.25776,-1.80960,Bayesian Inference,0.79768,-5.75675,-78.90499,7.48020,-20.10774,False
7241,-12.54839,-15.52787,0.34572,13.18616,-2.13041,Bayesian Inference,8.14069,-3.14783,-74.65357,7.65917,-20.18623,False
7242,3.63800,-15.59765,0.02319,4.26534,-5.88827,GMMs and Accordions,6.74466,24.43505,-76.84612,6.20109,-20.27695,True
7243,-30.75790,-15.42867,0.66138,9.98736,12.23622,Bayesian Inference,4.51826,-8.34303,-78.56428,8.70141,-20.05727,False
7244,-4.36510,-15.46614,-0.03851,3.19755,-5.54711,Bayesian Inference,-12.39634,26.76648,-77.47207,6.57107,-20.10598,False
7245,-9.79216,-15.40383,-0.01907,0.12857,-5.70770,Bayesian Inference,14.46879,-34.62879,-76.79596,9.83524,-20.02498,False
7246,2.35576,-15.48758,-0.18959,15.10684,-5.22796,GMMs and Accordions,4.11194,18.72671,-77.62641,7.87357,-20.13386,True
7247,-31.35580,-15.42223,0.66449,15.20761,-1.38197,Bayesian Inference,-14.45886,-51.75019,-77.55131,6.73499,-20.04890,False
7248,0.76077,-15.53674,-0.03008,27.98966,6.56441,GMMs and Accordions,-15.41721,-40.33197,-75.65629,6.17041,-20.19776,True
7249,-40.52594,-15.34130,0.75283,13.40061,-3.61469,Bayesian Inference,4.15022,-20.32128,-74.78505,6.73935,-19.94369,False
7250,1.99336,-15.44825,-0.26847,20.51042,9.28062,GMMs and Accordions,-12.19806,-20.03607,-73.27415,6.09983,-20.08273,True
7251,-6.37900,-15.36218,-0.21558,-1.21602,-2.91426,GMMs and Accordions,2.90046,5.58963,-76.19448,8.53310,-19.97084,False
7252,2.45214,-15.54082,-0.07109,11.37340,-1.71121,GMMs and Accordions,5.68163,0.19618,-77.03248,5.65077,-20.20307,True
7253,-10.37299,-15.47162,0.15274,14.00923,3.33605,Bayesian Inference,-7.76786,28.78387,-73.08966,10.67200,-20.11310,False
7254,-16.02552,-15.40850,0.17705,-1.85875,-5.31720,GMMs and Accordions,-0.53843,-0.49429,-78.37083,6.92996,-20.03105,False
7255,-34.14105,-15.37941,0.64973,15.92551,-12.36593,Bayesian Inference,18.42162,9.26027,-74.04020,8.12397,-19.99323,False
7256,-38.67427,-15.35899,0.73808,27.72550,-1.56893,Bayesian Inference,18.13650,-36.25484,-78.46260,8.80387,-19.96669,False
7257,-22.11523,-15.35016,0.22524,15.86643,-1.73919,Bayesian Inference,26.58131,31.30929,-73.84220,4.78413,-19.95521,False
7258,-34.21364,-15.41644,0.73631,16.91969,6.54279,Bayesian Inference,1.15501,-8.05831,-77.76185,8.01021,-20.04137,False
7259,22.36473,-15.49702,-0.76343,10.44986,0.50934,GMMs and Accordions,21.62015,-42.12993,-77.78064,7.46647,-20.14613,True
7260,-29.19196,-15.36581,0.47149,7.73091,1.47741,Bayesian Inference,19.39122,3.12857,-73.16568,5.43773,-19.97556,False
7261,12.04913,-15.48489,-0.48415,22.38940,5.15042,GMMs and Accordions,6.06445,-27.52887,-80.85453,7.74841,-20.13036,True
7262,-11.32104,-15.37341,-0.04294,25.52285,-0.75161,Bayesian Inference,-6.06866,7.66034,-79.17194,6.41125,-19.98543,False
7263,-4.54238,-15.43901,-0.09509,0.21604,4.93911,Bayesian Inference,-9.60561,-17.19241,-75.57244,9.64468,-20.07071,False
7264,-36.38155,-15.41184,0.79034,7.97612,4.05534,Bayesian Inference,-9.59457,-2.22669,-76.69899,5.91863,-20.03539,False
7265,-10.55667,-15.39773,-0.01024,1.55993,3.29182,Bayesian Inference,12.09038,-31.61129,-77.44348,8.76355,-20.01705,False
7266,-31.05904,-15.44269,0.70230,-10.64973,-7.04342,GMMs and Accordions,5.15778,32.92984,-72.86452,4.40332,-20.07550,False
7267,-1.05091,-15.50291,-0.05328,17.08942,4.75397,Bayesian Inference,-14.44049,22.31338,-78.27637,7.57602,-20.15379,False
7268,-8.56268,-15.39028,-0.08654,24.92020,2.84672,Bayesian Inference,-5.59731,11.81952,-72.82240,5.28971,-20.00737,False
7269,-4.44662,-15.48459,0.00599,16.29481,4.21335,Bayesian Inference,11.45795,19.89792,-74.71755,5.61198,-20.12997,False
7270,-12.73126,-15.45097,0.17585,10.81541,-6.77328,Bayesian Inference,-0.80085,7.35282,-78.28659,9.51272,-20.08627,False
7271,-23.83006,-15.40017,0.39028,15.87558,-13.67532,Bayesian Inference,-5.30241,-4.14741,-79.05532,8.68603,-20.02023,False
7272,-27.05939,-15.43983,0.57676,14.15543,-2.12834,Bayesian Inference,22.67787,-26.46086,-77.73686,8.40224,-20.07177,False
7273,-2.41761,-15.48489,-0.05371,-1.56467,-3.48671,GMMs and Accordions,-9.85898,15.00109,-77.26427,5.68861,-20.13036,False
7274,-33.86720,-15.45170,0.80641,17.12919,4.57643,Bayesian Inference,2.37860,-11.36073,-73.28087,10.95946,-20.08722,False
7275,-13.18306,-15.43188,0.14575,4.62159,1.98746,Bayesian Inference,-21.05266,33.43833,-78.83595,8.96386,-20.06144,False
7276,-37.18697,-15.41437,0.82007,3.07502,-2.74504,Bayesian Inference,-8.82163,-3.31430,-72.42694,5.80155,-20.03868,False
7277,-18.67955,-15.42883,0.30236,9.11866,4.32938,Bayesian Inference,2.68713,16.38945,-77.60508,7.44468,-20.05748,False
7278,3.20385,-15.55866,-0.05279,16.76807,1.34123,GMMs and Accordions,-3.44334,-2.31957,-75.55288,6.39383,-20.22625,True
7279,-10.75673,-15.44958,0.11392,25.54256,-3.51147,Bayesian Inference,-17.35932,-3.80212,-76.83952,9.86805,-20.08445,False
7280,1.10016,-15.47093,-0.19020,25.96754,1.79546,GMMs and Accordions,4.11498,-15.20954,-77.67175,9.64022,-20.11221,True
7281,6.27319,-15.41181,-0.47891,14.65561,-2.58005,GMMs and Accordions,14.62118,-15.17086,-78.33937,9.41664,-20.03535,True
7282,-8.45716,-15.40900,-0.04701,-9.14906,7.19162,GMMs and Accordions,-10.64388,-16.29785,-75.52961,7.03820,-20.03170,False
7283,-3.89420,-15.43949,-0.11327,5.52571,-2.89177,Bayesian Inference,7.41061,-4.53625,-77.76421,8.40045,-20.07134,False
7284,-32.44679,-15.44302,0.74434,2.01504,-10.72106,Bayesian Inference,5.52598,-11.93453,-77.40739,8.59511,-20.07592,False
7285,10.62519,-15.38359,-0.67272,-15.54767,-2.95253,Bayesian Inference,8.69856,-8.24209,-79.63311,7.88261,-19.99867,True
7286,-2.83569,-15.41422,-0.20237,-5.50434,2.89562,GMMs and Accordions,-9.89029,-26.67350,-77.79988,10.43834,-20.03849,False
7287,-16.34742,-15.42256,0.21867,24.07322,-4.83768,Bayesian Inference,-1.99103,-13.40115,-75.16966,7.09734,-20.04933,False
7288,-10.87490,-15.49068,0.21114,7.77982,5.51122,Bayesian Inference,-10.96755,-12.74941,-78.33310,8.15192,-20.13789,False
7289,-19.23597,-15.44409,0.35370,17.56874,-0.16683,Bayesian Inference,-10.88471,-41.24333,-72.41993,6.56274,-20.07731,False
7290,-40.76725,-15.38775,0.86591,12.19482,2.49004,Bayesian Inference,-0.71418,-2.77338,-74.30810,7.22429,-20.00408,False
7291,0.50685,-15.50200,-0.10170,14.15066,5.28902,GMMs and Accordions,-15.60683,-9.89290,-74.46948,6.13137,-20.15261,True
7292,6.06682,-15.54520,-0.16867,22.26013,-0.98531,GMMs and Accordions,5.04758,-29.13767,-73.58790,8.84665,-20.20876,True
7293,-23.25813,-15.47684,0.54803,12.57135,6.14319,Bayesian Inference,15.56334,-13.16880,-80.30815,7.31692,-20.11989,False
7294,-8.36447,-15.46992,0.08912,2.06902,-4.36421,Bayesian Inference,12.64386,-16.45328,-75.65960,6.18672,-20.11090,False
7295,-28.79374,-15.42908,0.60387,2.60173,4.24972,Bayesian Inference,12.51942,-0.23173,-77.41666,7.02358,-20.05780,False
7296,5.78018,-15.38778,-0.51901,-6.52664,3.51254,Bayesian Inference,-17.74930,25.76910,-79.57644,9.49556,-20.00411,True
7297,-14.79818,-15.51875,0.39188,7.98872,3.28611,Bayesian Inference,-2.44518,-27.85790,-78.13548,8.52447,-20.17438,False
7298,-34.72249,-15.35135,0.60308,23.01734,2.81557,Bayesian Inference,-9.91200,22.73129,-79.47366,8.35840,-19.95676,False
7299,-34.25520,-15.33749,0.55757,36.04377,1.65261,Bayesian Inference,-6.94233,-5.04610,-76.06646,9.73102,-19.93874,False
7300,-0.90754,-15.56635,0.08707,6.96800,-0.30509,Bayesian Inference,9.67828,-10.49449,-74.88912,6.28366,-20.23625,False
7301,1.71386,-15.47910,-0.18983,24.78649,-0.78229,GMMs and Accordions,6.87456,-6.54546,-78.95045,8.09927,-20.12283,True
7302,6.39819,-15.37980,-0.55560,3.51076,-0.98868,GMMs and Accordions,17.87835,-26.91514,-77.21293,5.88803,-19.99374,True
7303,-27.37198,-15.41647,0.53281,15.04300,-11.93142,Bayesian Inference,-1.95462,-4.69905,-73.12545,7.40601,-20.04141,False
7304,-11.66746,-15.42428,0.08334,3.64028,-2.30137,Bayesian Inference,1.80151,6.15304,-78.20377,6.16653,-20.05156,False
7305,-12.02799,-15.52789,0.33029,2.50320,0.82209,Bayesian Inference,4.51149,-8.39926,-79.20833,7.99346,-20.18626,False
7306,-10.59044,-15.40807,0.01434,23.64251,-2.08070,Bayesian Inference,1.86694,0.99656,-73.79839,10.29821,-20.03049,False
7307,-26.53188,-15.39337,0.45515,6.10494,2.10166,Bayesian Inference,-3.74295,10.68700,-77.85952,8.03810,-20.01138,False
7308,-7.23137,-15.36422,-0.18556,11.07629,-4.03395,Bayesian Inference,-5.75805,-0.77331,-76.61236,8.35496,-19.97349,False
7309,-1.04230,-15.42647,-0.22781,2.59871,-3.57952,Bayesian Inference,20.87566,-32.73009,-79.77748,9.88960,-20.05441,False
7310,-29.83227,-15.38049,0.52400,2.73319,5.39893,Bayesian Inference,7.55133,5.89986,-75.73383,9.01406,-19.99464,False
7311,-3.63904,-15.37683,-0.26370,0.52901,-3.01608,Bayesian Inference,6.04372,-12.17803,-76.67160,7.70056,-19.98988,False
7312,-14.98157,-15.37342,0.06600,14.06884,-8.50814,Bayesian Inference,-4.62452,6.95621,-80.42641,9.19144,-19.98544,False
7313,-3.42355,-15.46989,-0.05798,26.52298,2.73986,Bayesian Inference,7.58666,8.78290,-77.78596,9.05657,-20.11085,False
7314,-8.26142,-15.49733,0.14855,3.26044,-10.05866,Bayesian Inference,1.78036,-11.37301,-78.25549,8.55617,-20.14654,False
7315,-16.56304,-15.42927,0.24039,28.91342,0.62089,Bayesian Inference,-7.27312,12.23307,-78.71627,6.35551,-20.05805,False
7316,-15.65970,-15.42970,0.21449,21.38951,9.53550,Bayesian Inference,7.60077,-10.02136,-77.10653,7.20327,-20.05861,False
7317,-13.89676,-15.40705,0.11040,17.11041,-1.44817,Bayesian Inference,10.37457,1.68586,-76.48405,7.82804,-20.02917,False
7318,6.84226,-15.58002,-0.11235,-0.75069,-2.44027,Bayesian Inference,-5.62472,-16.83515,-75.27117,4.30059,-20.25403,True
7319,-22.93006,-15.42256,0.41455,23.00037,4.84889,Bayesian Inference,-0.57397,6.22465,-77.49087,7.99294,-20.04933,False
7320,20.23532,-15.45822,-0.78853,7.12645,-2.91251,GMMs and Accordions,-11.82804,18.47840,-78.74396,9.25578,-20.09569,True
7321,-1.73435,-15.40481,-0.25661,30.24111,13.11461,Bayesian Inference,19.12843,-29.49831,-78.83156,9.35434,-20.02625,False
7322,-3.08743,-15.42515,-0.16997,6.69984,-0.38796,Bayesian Inference,8.08995,14.72219,-75.11849,9.09862,-20.05269,False
7323,-20.72485,-15.36202,0.21090,7.19233,-3.66913,Bayesian Inference,7.70767,-21.70991,-76.48505,5.95483,-19.97062,False
7324,-19.10157,-15.41591,0.28546,12.02223,1.81598,Bayesian Inference,3.55782,5.35720,-78.47177,8.05747,-20.04068,False
7325,-25.35666,-15.35360,0.32952,8.97186,-1.25801,Bayesian Inference,20.79619,-51.52115,-76.00808,7.17589,-19.95968,False
7326,-7.89034,-15.42219,-0.03381,24.06877,7.90103,Bayesian Inference,1.23028,-2.13157,-78.17128,8.18745,-20.04885,False
7327,-11.61862,-15.43072,0.09657,21.55367,9.82488,Bayesian Inference,1.16884,12.46697,-79.55223,7.71755,-20.05994,False
7328,-15.42606,-15.44162,0.23470,0.42620,-0.53756,Bayesian Inference,-22.88988,-50.83876,-76.59847,12.14712,-20.07410,False
7329,-6.16802,-15.44096,-0.04227,-4.39360,4.99916,GMMs and Accordions,0.58452,-1.76767,-78.22202,7.13783,-20.07324,False
7330,-17.87468,-15.41669,0.25074,1.34394,-14.12850,Bayesian Inference,-13.61219,21.19754,-79.08460,9.06550,-20.04170,False
7331,-17.67878,-15.39241,0.18956,13.23230,-1.83620,Bayesian Inference,6.50963,-13.02171,-79.35539,7.32656,-20.01014,False
7332,-36.50942,-15.37518,0.71057,-3.32222,6.37637,GMMs and Accordions,18.30715,38.14253,-77.19180,8.31765,-19.98774,False
7333,-6.81785,-15.46269,0.02662,12.58361,-3.78895,Bayesian Inference,8.09328,-7.60249,-76.27798,11.12969,-20.10150,False
7334,15.41252,-15.47373,-0.60967,22.75017,-2.01031,GMMs and Accordions,31.83619,-42.00880,-79.76146,7.68683,-20.11585,True
7335,-7.60594,-15.39895,-0.09525,18.13417,0.84637,Bayesian Inference,-3.16658,9.25403,-77.33887,8.74039,-20.01864,False
7336,-34.02516,-15.38946,0.66920,4.65160,5.18322,Bayesian Inference,-1.25797,-2.72609,-77.76889,8.53610,-20.00630,False
7337,-7.30092,-15.47917,0.07856,8.22185,-1.88242,Bayesian Inference,5.93146,-2.55157,-76.11510,6.60774,-20.12292,False
7338,-7.90044,-15.52036,0.19031,4.52569,4.42944,Bayesian Inference,-3.78430,-19.80040,-78.39704,6.23604,-20.17647,False
7339,1.20453,-15.45465,-0.23041,25.13240,-3.56528,GMMs and Accordions,-11.63988,-34.05368,-78.09267,7.06839,-20.09105,True
7340,-35.95987,-15.44351,0.84998,26.40683,-1.00767,Bayesian Inference,-0.29007,14.89436,-74.87017,8.23077,-20.07656,False
7341,-7.11517,-15.46965,0.05132,17.84733,7.01758,Bayesian Inference,7.04595,-7.17478,-73.12294,7.57074,-20.11054,False
7342,-4.58341,-15.45373,-0.06031,17.61967,-4.76779,Bayesian Inference,-12.76762,30.73793,-78.25973,9.21607,-20.08984,False
7343,-29.14373,-15.40239,0.55343,2.33521,0.91481,Bayesian Inference,26.56427,40.00325,-76.53668,9.35460,-20.02311,False
7344,-21.41158,-15.44857,0.42865,20.33325,5.80014,Bayesian Inference,-1.95075,2.52193,-78.66562,8.57827,-20.08314,False
7345,-40.39311,-15.37553,0.82693,21.53099,-4.05562,Bayesian Inference,-12.80424,-21.01986,-77.41303,7.58167,-19.98820,False
7346,-14.01070,-15.39511,0.08657,18.88355,3.27270,Bayesian Inference,-14.16323,-50.31178,-76.69609,9.08880,-20.01364,False
7347,-36.26452,-15.36367,0.67703,-1.74131,-3.41878,GMMs and Accordions,-0.93154,-1.56280,-76.25021,10.27303,-19.97277,False
7348,-7.85409,-15.36512,-0.16499,5.08215,-10.24718,Bayesian Inference,-5.99462,-18.62857,-74.62402,8.19902,-19.97466,False
7349,-42.55150,-15.33686,0.80297,3.77821,0.03487,Bayesian Inference,3.51276,-16.77510,-78.03501,9.00803,-19.93791,False
7350,-4.35809,-15.49337,0.02337,22.39839,2.65873,Bayesian Inference,-6.36462,1.78368,-77.45381,9.13351,-20.14138,False
7351,-35.08486,-15.42767,0.78785,13.33607,-8.58927,Bayesian Inference,-2.40035,0.00194,-80.26245,7.36154,-20.05598,False
7352,-24.20661,-15.41091,0.42596,13.51166,-3.31071,Bayesian Inference,-8.98691,17.32150,-79.18455,7.75480,-20.03418,False
7353,-0.97566,-15.54805,0.04739,2.52208,-4.13875,Bayesian Inference,-2.91359,-22.67847,-73.96697,4.71513,-20.21247,False
7354,-33.80074,-15.40762,0.70393,18.56582,11.42917,Bayesian Inference,-13.20161,2.75746,-76.36748,11.89950,-20.02991,False
7355,4.53841,-15.54264,-0.12901,2.79762,-7.37669,GMMs and Accordions,-4.33671,-6.71500,-74.43509,8.40158,-20.20544,True
7356,-7.75632,-15.47548,0.08369,-3.56856,-0.56280,GMMs and Accordions,4.87589,0.65484,-78.33744,6.88584,-20.11812,False
7357,3.15257,-15.45405,-0.28975,-2.79109,1.13701,Bayesian Inference,4.40095,2.28942,-77.09059,9.95638,-20.09026,True
7358,-14.60291,-15.41551,0.15069,7.78024,-4.89968,Bayesian Inference,-2.13867,-36.63131,-76.42336,7.93888,-20.04016,False
7359,-31.86926,-15.37461,0.57121,8.65606,-4.20929,Bayesian Inference,8.13744,2.58604,-78.26819,6.66606,-19.98700,False
7360,-33.91905,-15.43082,0.76034,8.72230,-12.19645,Bayesian Inference,19.82935,10.42048,-75.08410,5.16556,-20.06007,False
7361,-9.20848,-15.51141,0.20880,17.98333,3.70789,Bayesian Inference,-7.81280,-18.53147,-77.90591,8.92686,-20.16483,False
7362,2.68578,-15.54129,-0.07697,16.77632,8.23868,GMMs and Accordions,0.42786,19.79298,-79.45435,8.26621,-20.20368,True
7363,-3.11720,-15.48276,-0.03775,14.62314,3.27345,Bayesian Inference,-2.72287,-19.67555,-73.74777,6.10097,-20.12759,False
7364,-25.70715,-15.39789,0.44091,14.66374,1.81437,Bayesian Inference,7.54873,29.93583,-77.93130,9.08111,-20.01725,False
7365,-12.76289,-15.38373,0.02349,7.94404,1.10268,Bayesian Inference,18.57341,10.21717,-77.78082,7.84966,-19.99885,False
7366,-18.18604,-15.47428,0.39129,2.08971,-2.20197,Bayesian Inference,-0.63198,9.14400,-78.76273,6.48921,-20.11657,False
7367,-36.47499,-15.40673,0.78146,-0.66799,5.34700,GMMs and Accordions,-16.28617,39.13466,-78.74462,9.71156,-20.02874,False
7368,-22.54073,-15.37983,0.30552,8.03463,-7.39329,Bayesian Inference,-8.85754,-0.66677,-78.06486,9.23009,-19.99377,False
7369,-25.06174,-15.37457,0.36854,7.12565,-0.44837,Bayesian Inference,1.13413,-8.03180,-79.04427,6.58198,-19.98693,False
7370,-7.94100,-15.41527,-0.04808,9.33613,0.31053,Bayesian Inference,-8.29987,-13.32327,-78.58917,8.60819,-20.03985,False
7371,-22.68249,-15.47106,0.51774,12.98785,1.27291,Bayesian Inference,8.29500,-12.88895,-77.57268,7.92816,-20.11238,False
7372,-2.55537,-15.39342,-0.25814,9.39262,-1.27473,Bayesian Inference,-10.55367,28.23095,-78.44248,8.03033,-20.01144,False
7373,-7.20227,-15.52245,0.17429,2.93391,-0.08064,Bayesian Inference,-4.57340,-24.50004,-73.78091,7.63589,-20.17918,False
7374,-24.65773,-15.37075,0.34783,8.20891,-6.38487,Bayesian Inference,13.79092,-15.50984,-77.49768,7.72704,-19.98198,False
7375,-26.91668,-15.50410,0.71906,-0.97578,-5.00130,GMMs and Accordions,2.25665,6.90859,-78.32368,9.51480,-20.15533,False
