,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
373,Bob,-31.61585,-15.47730,0.79776,-5.34357,-2.18755,GMMs and Accordions,-3.56411,3.81787,-76.98923,7.15709,-20.12048,False
374,Atsuto,-15.99626,-15.45944,0.29230,17.18723,1.64186,Bayesian Inference,-5.35739,9.63467,-76.93188,8.94245,-20.09727,False
375,Atsuto,-33.54901,-15.38327,0.64092,7.90377,1.50770,Bayesian Inference,-7.95346,-18.03045,-78.39955,9.34572,-19.99825,False
376,Bob,-32.96953,-15.37661,0.60849,0.38979,-7.40939,Bayesian Inference,11.13902,-3.11286,-73.99526,12.02292,-19.98959,False
377,Jorg,-32.86593,-15.39293,0.64262,24.68058,3.40526,Bayesian Inference,-12.33481,1.43585,-71.59883,5.70604,-20.01081,False
378,Jorg,-27.08357,-15.35347,0.38062,-12.92199,-3.97442,GMMs and Accordions,11.22585,-15.39796,-77.92281,8.37375,-19.95952,False
379,Atsuto,-39.79213,-15.37669,0.81168,22.63979,13.17719,Bayesian Inference,-15.25049,8.81007,-78.18368,8.02938,-19.98969,False
380,Bob,-0.27619,-15.43865,-0.22284,18.72468,-10.32991,Bayesian Inference,-1.37813,4.23134,-76.83170,7.25874,-20.07024,False
381,Atsuto,-6.95754,-15.50964,0.13781,24.72689,-9.67083,Bayesian Inference,4.28062,25.69574,-77.92399,7.21571,-20.16254,False
382,Bob,13.21054,-15.39641,-0.72043,5.03692,2.43387,GMMs and Accordions,-26.13088,47.15052,-76.34284,7.24626,-20.01533,True
383,Bob,7.82255,-15.45845,-0.41866,10.40281,-5.54917,GMMs and Accordions,-3.80685,14.36728,-78.89652,6.15210,-20.09599,True
384,Atsuto,-28.47082,-15.47384,0.69629,16.10015,-2.87746,Bayesian Inference,-11.91921,-4.61253,-74.31223,6.88823,-20.11599,False
385,Atsuto,-17.02369,-15.39617,0.17864,25.72165,5.42958,Bayesian Inference,-7.39275,6.77471,-77.70349,8.50738,-20.01503,False
386,Atsuto,-0.20973,-15.53100,-0.01427,14.50853,-1.81193,Bayesian Inference,3.60078,15.27634,-79.76883,9.05657,-20.19031,False
387,Bob,15.11803,-15.47031,-0.60870,-9.31169,-6.05698,Bayesian Inference,-12.98821,29.27482,-78.17063,8.49589,-20.11141,True
388,Bob,-22.30892,-15.45754,0.47580,1.75526,1.54729,Bayesian Inference,6.47363,-8.88298,-78.93959,9.56219,-20.09480,False
389,Jorg,-35.71059,-15.41681,0.78170,-3.35373,-3.71141,GMMs and Accordions,2.61317,11.08788,-75.81140,6.40932,-20.04185,False
390,Atsuto,-5.98486,-15.49788,0.08204,3.44545,-3.34109,Bayesian Inference,-3.92247,-11.88021,-78.52123,8.92087,-20.14724,False
391,Bob,1.12013,-15.44913,-0.24049,15.15960,6.97805,GMMs and Accordions,-21.84991,43.27321,-78.71986,7.63959,-20.08387,True
392,Shoogee,1.86362,-15.54078,-0.05367,-3.59517,-0.37254,Bayesian Inference,-15.15149,18.45558,-74.59659,6.49605,-20.20302,True
393,Atsuto,-38.63240,-15.37752,0.77907,-6.87101,-6.06292,GMMs and Accordions,2.00132,-26.09009,-73.75079,8.26094,-19.99078,False
394,Bob,8.12967,-15.41057,-0.53697,16.54151,-0.30031,GMMs and Accordions,-7.52101,5.83451,-79.26012,7.55016,-20.03374,True
395,Bob,17.49156,-15.43692,-0.75544,-2.56691,7.53308,Bayesian Inference,3.57336,-4.80487,-77.61083,6.98846,-20.06800,True
396,Atsuto,-22.34749,-15.38801,0.31843,1.10649,-0.67340,Bayesian Inference,-10.74705,10.13867,-76.01261,9.30626,-20.00441,False
397,Bob,-13.04568,-15.36780,-0.00442,8.46520,0.57722,Bayesian Inference,1.09762,-14.72424,-78.42932,7.59907,-19.97813,False
398,Jorg,5.52464,-15.46839,-0.32763,17.12350,4.16718,GMMs and Accordions,-0.08262,-10.96636,-76.12803,7.95075,-20.10891,True
399,Atsuto,2.32459,-15.48799,-0.18773,17.53633,-1.89569,GMMs and Accordions,16.56338,-2.26416,-74.10345,7.31286,-20.13439,True
400,Atsuto,0.79723,-15.47733,-0.16660,7.44296,4.20690,GMMs and Accordions,-1.99676,-1.27715,-75.09629,5.82891,-20.12053,True
401,Jorg,-15.73497,-15.43998,0.24016,15.49751,-2.20790,Bayesian Inference,11.92214,30.07597,-78.16424,8.76497,-20.07197,False
402,Jorg,-39.00946,-15.39374,0.82727,4.83031,-1.33104,Bayesian Inference,19.05651,33.82154,-76.03025,10.44465,-20.01186,False
403,Atsuto,-15.89954,-15.51889,0.42495,-1.86661,-1.02562,GMMs and Accordions,-4.01651,13.55061,-71.73195,8.85417,-20.17455,False
404,Atsuto,-38.03419,-15.34960,0.69761,21.05772,-5.65470,Bayesian Inference,-7.06290,-9.76581,-73.58469,7.67344,-19.95447,False
405,Atsuto,-22.51307,-15.37417,0.29180,5.55982,9.78991,Bayesian Inference,-7.81573,-25.84509,-76.26913,8.48170,-19.98641,False
406,Shoogee,-4.26414,-15.48847,0.00939,12.28523,-0.44226,Bayesian Inference,2.68824,-87.07738,-76.00188,5.66789,-20.13501,False
407,Atsuto,-17.79232,-15.35995,0.11894,19.08346,-1.18287,Bayesian Inference,1.71811,3.93438,-79.30547,7.76425,-19.96794,False
408,Atsuto,-9.92233,-15.52268,0.25575,5.32080,-0.11223,Bayesian Inference,-1.73667,-18.45416,-74.51059,7.53861,-20.17948,False
409,Jorg,-18.05299,-15.41301,0.24764,19.10754,4.02041,Bayesian Inference,-19.75419,28.74415,-75.15602,9.33053,-20.03691,False
410,Atsuto,-40.91114,-15.34090,0.76339,3.76568,6.07660,Bayesian Inference,5.45343,-11.28532,-75.23912,7.63725,-19.94317,False
411,Bob,-20.77382,-15.47814,0.47708,3.18238,-0.35590,Bayesian Inference,9.73911,-12.43852,-77.01256,6.95664,-20.12158,False
412,Bob,-13.92012,-15.37608,0.04048,6.84020,6.12385,Bayesian Inference,7.58518,-33.50031,-78.44000,9.37088,-19.98890,False
413,Jorg,-0.80402,-15.39025,-0.31747,20.23352,-8.38859,Bayesian Inference,-13.93182,5.38421,-72.69433,4.35161,-20.00732,False
414,Bob,-26.13806,-15.44489,0.56090,8.85929,-4.02260,Bayesian Inference,2.28897,-20.29264,-76.97448,10.52151,-20.07836,False
415,Atsuto,-30.21550,-15.44330,0.67859,7.96544,-3.74405,Bayesian Inference,-7.19017,-9.58822,-76.94605,7.20568,-20.07629,False
416,Atsuto,-30.54762,-15.38904,0.56477,-9.91497,-2.08783,GMMs and Accordions,-9.50952,16.41285,-78.38803,7.39126,-20.00575,False
417,Shoogee,6.02510,-15.57345,-0.10302,-6.08375,-3.11695,Bayesian Inference,7.88286,-25.29883,-74.33787,6.43147,-20.24548,True
418,Jorg,-3.99411,-15.41134,-0.17447,-12.47741,1.91708,GMMs and Accordions,-3.80231,-14.18242,-76.91304,8.12242,-20.03475,False
419,Jorg,-29.50588,-15.40341,0.56654,23.14630,-0.02419,Bayesian Inference,-17.09222,-22.00525,-78.18199,12.14459,-20.02444,False
420,Bob,12.61823,-15.47986,-0.51255,14.23452,1.85496,GMMs and Accordions,5.81631,-9.97287,-78.40418,7.34021,-20.12382,True
421,Bob,12.53443,-15.50298,-0.45735,17.33817,10.33566,GMMs and Accordions,10.13951,-17.64915,-77.67770,8.75048,-20.15387,True
422,Bob,-31.04234,-15.41555,0.63993,3.69620,-2.16593,Bayesian Inference,5.61915,-13.33214,-76.69058,9.44784,-20.04022,False
423,Atsuto,-17.25820,-15.37005,0.12607,22.79131,0.68592,Bayesian Inference,-14.18017,-14.67766,-76.22460,9.47588,-19.98107,False
424,Bob,7.97731,-15.47966,-0.37493,9.25495,-0.48553,GMMs and Accordions,6.89355,-32.17181,-78.53850,5.87414,-20.12356,True
425,Jorg,-40.41904,-15.36605,0.80608,1.35654,1.49528,Bayesian Inference,24.65383,-29.85763,-77.53063,5.35209,-19.97587,False
426,Atsuto,-5.08728,-15.38442,-0.20332,-7.17060,-6.11754,GMMs and Accordions,0.96866,29.22163,-73.92513,7.21274,-19.99975,False
427,Bob,-44.71490,-15.33780,0.86951,4.10593,2.79671,Bayesian Inference,7.77067,-16.97831,-78.87779,8.72408,-19.93915,False
428,Atsuto,-11.13140,-15.48035,0.19522,23.74463,1.81406,Bayesian Inference,1.91095,10.92174,-76.71045,8.95613,-20.12446,False
429,Bob,15.06453,-15.40801,-0.74914,2.56968,-1.75983,GMMs and Accordions,-2.22732,3.66711,-79.88174,5.89495,-20.03041,True
430,Atsuto,-9.41349,-15.49233,0.17143,35.53147,-1.03203,Bayesian Inference,-13.96252,-10.94570,-78.36967,9.81877,-20.14003,False
431,Bob,-9.02048,-15.48534,0.14378,5.99890,-4.84300,Bayesian Inference,6.26820,3.29647,-79.81002,7.34335,-20.13094,False
432,Atsuto,-24.89674,-15.51736,0.68918,2.67784,3.17965,Bayesian Inference,6.91614,1.73277,-73.02147,6.59892,-20.17257,False
433,Bob,14.29468,-15.38567,-0.77717,5.06747,3.90589,GMMs and Accordions,-0.89100,0.35850,-77.84859,8.34084,-20.00137,True
434,Bob,-1.40937,-15.46047,-0.13938,1.15800,-3.28423,Bayesian Inference,4.67222,-4.94801,-77.01785,8.19574,-20.09861,False
435,Bob,-26.31326,-15.40628,0.47809,14.11743,-4.27037,Bayesian Inference,-20.29802,31.18129,-78.33317,9.38824,-20.02817,False
436,Shoogee,-2.42019,-15.52691,0.04216,9.97607,-3.77092,Bayesian Inference,-1.47525,4.71027,-75.67946,7.03807,-20.18498,False
437,Atsuto,-4.07856,-15.44832,-0.08765,4.23813,-3.58828,Bayesian Inference,4.83969,17.24209,-77.70532,7.13728,-20.08282,False
438,Atsuto,-20.90675,-15.52179,0.58056,12.19680,3.43925,,-5.72169,-8.09088,-77.73056,8.28782,-20.17833,False
439,Shoogee,4.46487,-15.59077,-0.01711,-4.76817,-3.02830,Bayesian Inference,3.89965,-5.48303,-78.69065,6.11433,-20.26800,True
440,Jorg,-12.14897,-15.35403,-0.06248,12.47194,7.64903,Bayesian Inference,-4.53313,-1.65502,-77.74688,9.54197,-19.96024,False
441,Bob,-4.43541,-15.50051,0.04194,23.57989,-3.91885,Bayesian Inference,11.00191,-28.31474,-77.98096,9.81390,-20.15066,False
442,Atsuto,-37.53135,-15.40921,0.81855,-1.15712,5.89556,GMMs and Accordions,1.72300,7.88205,-79.18875,8.26648,-20.03197,False
443,Atsuto,-18.45022,-15.41763,0.27000,16.93826,-4.26403,Bayesian Inference,5.95633,-14.86763,-77.34400,8.80475,-20.04292,False
444,Atsuto,-30.48417,-15.48352,0.77828,0.78931,0.28828,Bayesian Inference,-7.02794,-9.86618,-77.94841,7.01233,-20.12858,False
445,Bob,-35.47938,-15.35774,0.64017,14.47928,2.08145,Bayesian Inference,-10.80824,13.68076,-78.16999,8.61591,-19.96507,False
446,Atsuto,-14.81771,-15.50066,0.35121,1.39354,2.63327,Bayesian Inference,9.70555,5.11208,-72.45561,7.39115,-20.15086,False
447,Bob,-13.80322,-15.36344,0.00820,19.18679,-3.25991,Bayesian Inference,-12.89818,8.79006,-78.11633,10.02113,-19.97248,False
448,Bob,-12.42930,-15.37143,-0.01448,8.79152,-4.74884,Bayesian Inference,14.69670,-34.84720,-77.68789,8.91124,-19.98285,False
449,Atsuto,-25.90632,-15.51518,0.71425,-11.21328,1.30354,GMMs and Accordions,-6.24601,1.85141,-78.35480,6.51706,-20.16974,False
450,Shoogee,6.84233,-15.59269,-0.08348,-0.20841,-9.54885,Bayesian Inference,-13.78681,40.70228,-74.88485,4.75856,-20.27049,True
451,Jorg,-2.18818,-15.44620,-0.14873,20.93923,-1.04518,Bayesian Inference,-12.46208,-33.62109,-77.78010,8.47380,-20.08006,False
452,Atsuto,-9.97345,-15.43124,0.04881,12.24081,-3.97772,Bayesian Inference,9.52100,12.60977,-75.78233,6.04865,-20.06061,False
453,Atsuto,-9.89707,-15.49144,0.18378,-8.44888,-0.14337,GMMs and Accordions,4.70312,10.01183,-78.18385,9.61873,-20.13888,False
454,Bob,-16.80411,-15.43395,0.25823,7.34328,1.24698,Bayesian Inference,-3.39689,18.03760,-78.77688,7.00813,-20.06414,False
455,Shoogee,-5.18231,-15.51086,0.08776,11.95027,1.95561,Bayesian Inference,9.60721,-5.72124,-75.01543,3.98501,-20.16412,False
456,Atsuto,-3.42000,-15.47027,-0.05722,10.17127,7.38860,Bayesian Inference,0.91720,-4.30308,-78.74291,8.56906,-20.11134,False
457,Jorg,-18.03207,-15.42522,0.27485,4.94052,3.87806,Bayesian Inference,-0.18680,-27.16205,-77.02064,8.14242,-20.05278,False
458,Atsuto,-39.50849,-15.35830,0.76131,-3.96066,-4.21510,GMMs and Accordions,4.69155,-5.61463,-77.77853,7.64412,-19.96578,False
459,Bob,15.54164,-15.42424,-0.72635,2.66162,6.06062,GMMs and Accordions,19.85008,-27.53625,-78.84905,9.32480,-20.05151,True
460,Atsuto,-41.48137,-15.37771,0.86427,19.60012,-6.57596,Bayesian Inference,-14.66033,1.51054,-74.11233,5.80873,-19.99102,False
461,Bob,-32.67394,-15.38788,0.62539,13.83851,11.86582,Bayesian Inference,-7.22225,-9.37861,-78.53102,6.04225,-20.00424,False
462,Bob,-13.99599,-15.37665,0.04404,15.93629,-0.90496,Bayesian Inference,-4.14609,19.91329,-79.62420,6.80968,-19.98964,False
463,Bob,-15.66779,-15.42122,0.19540,17.36407,-3.92780,Bayesian Inference,-0.50464,-10.53060,-80.39069,7.11639,-20.04759,False
464,Atsuto,-22.90008,-15.41841,0.40418,11.30201,-3.66648,Bayesian Inference,-7.78370,-16.29497,-77.58252,8.14521,-20.04393,False
465,Jorg,-22.61536,-15.35568,0.25271,7.56401,-8.12600,Bayesian Inference,-1.41392,-2.23319,-76.85300,10.86458,-19.96239,False
466,Bob,-1.81146,-15.43554,-0.18424,24.91775,1.46192,Bayesian Inference,5.44949,-14.06877,-76.05811,8.11312,-20.06620,False
467,Atsuto,-28.52814,-15.43544,0.61045,6.06247,7.20871,Bayesian Inference,-4.49025,-15.28706,-73.36343,9.40888,-20.06607,False
468,Shoogee,-3.57784,-15.48600,-0.01664,0.43764,-2.61028,Bayesian Inference,-20.09747,20.80943,-76.81077,7.19006,-20.13181,False
469,Bob,-17.74177,-15.39742,0.20284,12.62120,8.25991,Bayesian Inference,4.15886,8.54515,-76.97921,7.92951,-20.01664,False
470,Jorg,-22.31081,-15.39716,0.33821,2.57695,-6.46403,Bayesian Inference,-11.15729,31.22868,-77.20069,10.95674,-20.01631,False
471,Bob,-31.60722,-15.36927,0.55123,12.32569,0.22574,Bayesian Inference,8.54939,-21.71618,-75.64326,7.94826,-19.98005,False
472,Atsuto,-5.44113,-15.46213,-0.01563,-5.57106,-8.53864,GMMs and Accordions,10.22838,-5.29302,-73.32676,9.78054,-20.10077,False
473,Shoogee,-0.68705,-15.57519,0.10067,7.19154,-4.14041,Bayesian Inference,17.86697,-43.45018,-76.99835,8.65313,-20.24775,False
474,Jorg,-6.79004,-15.44389,-0.01708,13.57376,-1.19556,Bayesian Inference,0.50978,-10.02138,-77.39802,10.00073,-20.07706,False
475,Bob,-6.62841,-15.45707,0.00816,2.06433,3.82080,Bayesian Inference,-2.60455,12.85679,-79.08368,11.48539,-20.09419,False
476,Atsuto,-1.70015,-15.52685,0.02061,21.64079,-3.33068,Bayesian Inference,3.84234,-21.73267,-72.52346,7.19247,-20.18490,False
477,Shoogee,0.73048,-15.54121,-0.01897,19.45776,1.77841,GMMs and Accordions,3.93620,-2.50778,-75.12093,6.43593,-20.20358,True
478,Atsuto,2.52630,-15.52395,-0.11176,13.85755,-2.34903,GMMs and Accordions,-5.31848,12.19616,-72.23068,9.15911,-20.18114,True
479,Bob,1.05314,-15.49438,-0.13534,4.17512,-1.52377,GMMs and Accordions,-2.92373,-3.94415,-78.22096,7.01548,-20.14269,True
480,Atsuto,-27.94196,-15.44366,0.61175,11.25498,-5.80739,Bayesian Inference,0.50170,1.34509,-76.42519,6.08009,-20.07675,False
481,Jorg,-1.95758,-15.46007,-0.12397,-2.68843,-3.16025,GMMs and Accordions,32.28582,-4.29410,-76.09295,6.79624,-20.09809,False
482,Shoogee,-1.36745,-15.47874,-0.09897,25.12381,-2.74500,Bayesian Inference,3.31444,4.68468,-75.59451,5.42484,-20.12236,False
483,Jorg,-35.10706,-15.42355,0.77910,23.33757,6.64314,Bayesian Inference,8.00091,-20.20566,-76.66945,9.38770,-20.05061,False
484,Atsuto,4.59357,-15.51574,-0.19198,13.01406,-0.96865,GMMs and Accordions,-4.44999,-23.38118,-74.10168,11.83951,-20.17046,True
485,Atsuto,-9.66988,-15.39839,-0.03512,14.64526,-6.90921,Bayesian Inference,6.92382,11.30079,-75.08789,7.79018,-20.01791,False
486,Bob,-21.44853,-15.36310,0.23490,19.85294,4.87271,Bayesian Inference,-10.03441,18.65542,-77.59267,7.74498,-19.97203,False
487,Jorg,-45.02309,-15.32658,0.85309,6.90247,-8.94188,Bayesian Inference,-25.27810,-30.94766,-78.86347,7.56889,-19.92456,False
488,Bob,-7.63137,-15.48785,0.10819,28.60607,6.29772,Bayesian Inference,1.26174,-13.32805,-78.18620,5.08152,-20.13421,False
489,Bob,-23.56328,-15.44608,0.48699,6.99295,-0.47848,Bayesian Inference,15.26935,-21.80880,-77.17103,7.48351,-20.07990,False
490,Atsuto,-37.69392,-15.36511,0.72285,16.92898,6.02799,Bayesian Inference,-7.62391,2.42128,-75.27922,8.95377,-19.97464,False
491,Bob,-18.37390,-15.43444,0.30605,30.29771,2.07251,Bayesian Inference,10.54393,-17.37992,-77.59250,8.90708,-20.06477,False
492,Shoogee,7.15081,-15.58765,-0.10413,0.71501,3.14391,GMMs and Accordions,20.17336,-6.97913,-76.60962,7.03651,-20.26395,True
493,Jorg,-15.51039,-15.38011,0.09698,4.82792,6.05143,Bayesian Inference,-9.21235,27.83773,-77.88457,8.73657,-19.99414,False
494,Jorg,-7.15170,-15.42276,-0.05447,12.78709,0.75789,Bayesian Inference,-6.01314,-29.05118,-78.26922,6.94951,-20.04959,False
495,Bob,20.76022,-15.45466,-0.81227,-15.19909,-0.03942,Bayesian Inference,-6.15736,10.72137,-79.42675,9.29180,-20.09106,True
496,Atsuto,-31.30791,-15.48293,0.80144,10.74156,0.16662,Bayesian Inference,9.24260,-5.84306,-71.55097,5.74480,-20.12781,False
497,Bob,21.59562,-15.49439,-0.74655,8.79546,-3.01136,GMMs and Accordions,1.75122,4.03312,-77.95781,7.81005,-20.14271,True
498,Bob,4.62590,-15.45152,-0.33935,9.26209,2.05444,GMMs and Accordions,7.11043,-19.02607,-77.56275,7.37898,-20.08698,True
499,Atsuto,-17.70512,-15.38137,0.16516,2.97340,5.33098,Bayesian Inference,0.57660,4.79133,-72.44625,6.94381,-19.99578,False
500,Jorg,-25.69401,-15.40335,0.45299,13.85318,2.48787,Bayesian Inference,-11.90827,1.41096,-77.39362,7.09185,-20.02436,False
501,Shoogee,1.55036,-15.58417,0.05456,13.04295,-1.20550,GMMs and Accordions,14.33393,-36.21566,-74.05367,6.89492,-20.25942,True
502,Atsuto,-24.92458,-15.37004,0.35415,-19.43160,5.25321,GMMs and Accordions,-10.01857,6.04452,-79.43581,8.93037,-19.98105,False
503,Jorg,-13.56274,-15.35599,-0.01594,33.82674,4.23214,Bayesian Inference,8.02988,-16.59026,-73.09977,6.79129,-19.96279,False
504,Atsuto,-35.71295,-15.42082,0.79092,0.26748,-1.54505,Bayesian Inference,-2.20044,51.77893,-74.37760,8.58092,-20.04707,False
505,Bob,7.06475,-15.47213,-0.36495,-7.82736,-3.66634,Bayesian Inference,-2.99726,5.92432,-79.97429,7.55165,-20.11376,True
506,Atsuto,7.85213,-15.54053,-0.23243,10.91000,-1.72602,GMMs and Accordions,2.40800,-11.26548,-78.28978,6.63275,-20.20269,True
507,Atsuto,-20.08801,-15.44774,0.38739,2.47703,1.33147,Bayesian Inference,-11.53164,7.07255,-78.26782,7.78090,-20.08207,False
508,Jorg,-31.03841,-15.38629,0.57310,9.88638,-3.24424,Bayesian Inference,10.95036,-14.53732,-77.52977,10.08963,-20.00217,False
509,Jorg,-30.22291,-15.39294,0.56401,5.77353,-1.47325,Bayesian Inference,26.05927,18.57961,-75.56545,8.63006,-20.01083,False
510,Bob,-36.15446,-15.37717,0.70454,7.82617,-10.00597,Bayesian Inference,-12.62083,9.31886,-78.42571,5.63202,-19.99032,False
511,Jorg,-40.11393,-15.37473,0.81678,25.60057,4.24393,Bayesian Inference,6.17350,33.06263,-72.59844,5.48578,-19.98715,False
512,Shoogee,4.41628,-15.61023,0.02870,25.87159,-2.81883,GMMs and Accordions,2.00267,-42.95572,-73.80237,6.01868,-20.29330,True
513,Jorg,-23.50900,-15.37472,0.32271,-14.80438,-0.28036,GMMs and Accordions,-20.64739,2.55319,-76.98483,10.54633,-19.98714,False
514,Atsuto,-12.06865,-15.37603,-0.01471,8.14338,-6.57453,Bayesian Inference,0.47881,14.15171,-72.73821,9.38727,-19.98884,False
515,Bob,19.22324,-15.48849,-0.68941,7.98432,1.74243,GMMs and Accordions,-10.10936,20.49668,-76.67023,6.56365,-20.13503,True
516,Jorg,-33.74186,-15.37302,0.62329,0.49071,-4.60516,Bayesian Inference,-4.97306,-25.68181,-77.86026,7.25459,-19.98493,False
517,Bob,-5.87844,-15.45776,-0.01258,17.31159,-2.37052,Bayesian Inference,-9.53698,21.03905,-76.10827,7.86482,-20.09509,False
518,Atsuto,-6.11746,-15.44315,-0.03878,1.65784,0.49405,Bayesian Inference,0.53636,-9.33073,-71.16514,8.57426,-20.07609,False
519,Bob,-2.60756,-15.49661,-0.02134,18.73026,6.17076,Bayesian Inference,-1.40051,-5.35439,-78.04575,8.79635,-20.14559,False
520,Bob,9.92643,-15.49931,-0.38811,11.41120,9.08628,GMMs and Accordions,-15.38558,37.68288,-77.27472,7.43608,-20.14911,True
521,Bob,-11.10299,-15.37479,-0.04629,9.47972,-2.90244,Bayesian Inference,7.11943,-15.66218,-78.38866,8.36585,-19.98722,False
522,Bob,-26.90711,-15.41199,0.50878,9.02369,9.02818,Bayesian Inference,-10.84546,29.27116,-80.07283,8.96122,-20.03559,False
523,Bob,-23.15538,-15.45064,0.48526,29.64535,9.21807,Bayesian Inference,-4.04154,10.98722,-77.36513,8.69986,-20.08584,False
524,Bob,-19.28957,-15.41570,0.29058,6.73422,-5.29264,Bayesian Inference,6.98144,-12.39585,-78.37978,7.66931,-20.04041,False
525,Bob,-1.27872,-15.41619,-0.24420,17.89959,-6.75281,Bayesian Inference,16.97914,-35.36942,-77.91904,8.75503,-20.04105,False
526,Atsuto,-16.17683,-15.40751,0.17927,-2.23662,1.87428,GMMs and Accordions,-5.27231,-6.50158,-75.74135,8.49840,-20.02976,False
527,Bob,15.75810,-15.50533,-0.54790,-0.10731,4.92758,Bayesian Inference,2.12756,4.39387,-76.19813,7.08379,-20.15693,True
528,Bob,-35.79920,-15.43080,0.81623,8.35416,-11.38720,Bayesian Inference,-7.72458,12.27916,-79.83675,9.26307,-20.06004,False
529,Shoogee,1.86495,-15.59745,0.07549,18.72124,-4.91597,GMMs and Accordions,16.17717,-26.82454,-74.02738,6.53643,-20.27669,True
530,Bob,-0.87633,-15.37758,-0.34421,-8.17983,-3.84909,GMMs and Accordions,1.06788,-14.80932,-78.34027,11.09507,-19.99085,False
531,Jorg,-24.45359,-15.40775,0.42610,17.01198,-1.21492,Bayesian Inference,8.42909,2.29499,-71.55890,3.46940,-20.03008,False
532,Shoogee,-0.98498,-15.57371,0.10616,14.88282,-6.90862,Bayesian Inference,-19.51641,47.20821,-73.88650,6.46002,-20.24582,False
533,Shoogee,1.78553,-15.57590,0.02872,21.33910,7.34528,GMMs and Accordions,4.65578,-13.86701,-74.87250,6.39755,-20.24867,True
534,Jorg,-10.04341,-15.36478,-0.10061,14.47058,1.56270,Bayesian Inference,4.96706,-16.73657,-77.85580,8.52667,-19.97422,False
535,Atsuto,-36.38899,-15.43682,0.84750,22.13809,7.92368,Bayesian Inference,-8.52670,10.45386,-72.69594,7.95412,-20.06786,False
536,Atsuto,-9.01592,-15.36710,-0.12591,7.68481,-0.99803,Bayesian Inference,15.29923,1.41761,-74.76953,7.76919,-19.97723,False
537,Bob,5.79102,-15.39165,-0.51052,-0.96609,0.41185,Bayesian Inference,4.24803,-6.65520,-79.45525,9.01513,-20.00914,True
538,Atsuto,-40.95369,-15.37048,0.83208,-1.29758,-3.63470,GMMs and Accordions,2.02467,13.72639,-73.99250,10.40666,-19.98162,False
539,Atsuto,-25.84727,-15.48789,0.65027,1.63881,2.89456,Bayesian Inference,12.87941,-9.33823,-77.20185,8.13279,-20.13426,False
540,Jorg,-26.19771,-15.36345,0.37701,0.17913,0.58308,Bayesian Inference,-16.24677,-3.47956,-76.62846,8.50666,-19.97249,False
541,Bob,3.17553,-15.39763,-0.41907,18.16750,4.17575,GMMs and Accordions,-10.92016,19.73674,-78.70932,7.84140,-20.01691,True
542,Bob,-21.24109,-15.36194,0.22608,-1.79676,-5.54352,GMMs and Accordions,6.23206,-4.91337,-77.88494,7.10131,-19.97052,False
543,Jorg,-27.01678,-15.41981,0.52987,16.26185,1.40450,Bayesian Inference,-20.46142,-15.62002,-77.99014,8.39180,-20.04576,False
544,Atsuto,-28.97926,-15.45020,0.65754,-22.50971,-2.44630,GMMs and Accordions,-4.49793,1.91427,-71.89422,7.51881,-20.08526,False
545,Atsuto,7.51315,-15.53928,-0.22520,3.51806,2.48566,GMMs and Accordions,1.32900,-15.89503,-74.77659,8.07646,-20.20106,True
546,Bob,20.43607,-15.51535,-0.66427,1.62539,4.82126,GMMs and Accordions,-4.51285,15.75434,-78.82594,7.54979,-20.16995,True
547,Bob,-20.77556,-15.42202,0.34919,12.08359,-0.79389,Bayesian Inference,-9.87394,13.19764,-75.05063,6.80581,-20.04862,False
548,Jorg,-31.18947,-15.43822,0.69599,0.24039,-6.32421,Bayesian Inference,0.13300,3.94752,-72.43761,3.68718,-20.06968,False
549,Atsuto,-26.19662,-15.40444,0.47042,15.44591,-7.07023,Bayesian Inference,4.24740,17.63358,-76.56945,7.22459,-20.02577,False
550,Jorg,-26.25776,-15.38860,0.43614,16.16920,5.91578,Bayesian Inference,3.87519,35.47982,-76.32037,8.39684,-20.00519,False
551,Atsuto,-20.99717,-15.45177,0.42360,1.37911,0.64319,Bayesian Inference,4.80760,-12.81829,-77.68063,8.04098,-20.08730,False
552,Bob,-20.02831,-15.47984,0.45877,17.91555,-6.57706,Bayesian Inference,-5.96700,1.57665,-77.88356,7.83765,-20.12379,False
553,Bob,-6.07272,-15.47790,0.03911,9.79189,-6.16236,Bayesian Inference,18.57950,-50.41446,-79.08027,8.24268,-20.12127,False
554,Bob,15.17929,-15.43981,-0.68006,7.22682,-3.70873,GMMs and Accordions,14.17887,-23.78183,-77.98708,7.85647,-20.07176,True
555,Jorg,-8.63064,-15.36709,-0.13739,16.03805,2.23010,Bayesian Inference,-1.32564,-10.44769,-74.59794,6.60418,-19.97722,False
556,Bob,-29.87353,-15.40906,0.59036,-3.92861,-0.36875,GMMs and Accordions,-7.53689,12.81588,-78.46509,7.97171,-20.03178,False
557,Jorg,-10.53871,-15.36066,-0.09527,9.70464,-1.26409,Bayesian Inference,-31.87698,28.53728,-74.92422,9.75323,-19.96886,False
558,Bob,3.41951,-15.46413,-0.27471,16.68721,0.54413,GMMs and Accordions,-10.96267,19.80377,-78.10529,7.81730,-20.10337,True
559,Bob,-0.01155,-15.36864,-0.39031,5.66870,5.30373,Bayesian Inference,4.24027,3.41133,-79.27175,7.16648,-19.97923,False
560,Jorg,-31.52336,-15.37397,0.55946,6.17467,-4.95516,Bayesian Inference,19.90806,-0.80269,-73.82074,3.70514,-19.98617,False
